,length,tweets
711,82,2008年2月7日、肺炎のため盛岡市内の病院において死去。享年89。この日は奇しくもチベット暦の元日であった。- 西川一三 http://ja.wikipedia.org/wiki/%E8%A5%BF%E5%B7%9D%E4%B8%80%E4%B8%89
712,145,30mを越える面積を持つ主翼については、内翼側は胴体に垂直、外翼側にやや強めの上半角を持つ、いわゆる逆ガル翼となっており、奇しくもライバルのF6Fヘルキャットに類似した形式と主翼面積になった。- 烈風 http://ja.wikipedia.org/wiki/%E7%83%88%E9%A2%A8
713,141,第二地方銀行への天下りとしては異例とも言える大物、元大蔵省銀行局長の吉田正輝（奇しくも、銀行局長時代に同じく乱脈経営で破綻した平和相互銀行の処理を担当）が社長に就任し、兵銀の経営再建と救済措置に乗り出す。- 兵庫銀行 http://ja.wikipedia.org/wiki/%E5%85%B5%E5%BA%AB%E9%8A%80%E8%A1%8C
714,139,またカルナップは、タルスキのメタ数学的手法をこのとき吸収し、これは後のカルナップの言語哲学に大きな影響を与えた。タルスキ、ゲーデル、カルナップの三人は奇しくもその後アメリカに渡り、そこで再会を果たすことになる。- アルフレト・タルスキ http://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%AB%E3%83%95%E3%83%AC%E3%83%88%E3%83%BB%E3%82%BF%E3%83%AB%E3%82%B9%E3%82%AD
715,142,千秋楽までは協会に残ることができたが、部屋持ちの親方が退職するとその部屋の力士が出場できなくなる規定があるため、同日に引退した琴ノ若に年寄・佐渡ヶ嶽を譲って、奇しくも2代続けての本場所途中の部屋継承劇となった。- 琴櫻傑將 http://ja.wikipedia.org/wiki/%E7%90%B4%E6%AB%BB%E5%82%91%E5%B0%87
716,128,地球シーンがないことなど、実は「映画版」と「小説」が乖離している部分がかなりカットされており、タルコフスキーの世界観を度外視するならば、奇しくもレムによる原作に近い仕上がりになっていると言える。- 惑星ソラリス http://ja.wikipedia.org/wiki/%E6%83%91%E6%98%9F%E3%82%BD%E3%83%A9%E3%83%AA%E3%82%B9
717,127,その作品を、仰々しくて勿体ぶっていると感じる人は今なお多い。あるいはヨーロッパの伝統音楽の根源的な響きが、それでも現前としているというので、奇しくも、大胆さに欠けると見なす人たちもいる。- チャールズ・アイヴズ http://ja.wikipedia.org/wiki/%E3%83%81%E3%83%A3%E3%83%BC%E3%83%AB%E3%82%BA%E3%83%BB%E3%82%A2%E3%82%A4%E3%83%B4%E3%82%BA
718,192,2009年リリースの第2弾シングル「S.P.D.」は伊秩弘将が率いる制作陣とは全く違う制作陣によって制作され、この時奇しくもパッケージ全2曲の作詞を手掛けたのはSHUNGOであった。- HIM (音楽プロジェクト) http://ja.wikipedia.org/wiki/HIM%20%28%E9%9F%B3%E6%A5%BD%E3%83%97%E3%83%AD%E3%82%B8%E3%82%A7%E3%82%AF%E3%83%88%29
719,148,当時の経営者（奇しくも同じ波多野姓であった）より経営を譲られ、戦時統合期には後藤圀彦の誘いに乗り帝都自動車交通|帝都タクシーへの統合を一度決めたが取りやめ、山崎種二のちに小佐野賢治と組んで自力で戦時統合を成し遂げている。- 国際自動車 http://ja.wikipedia.org/wiki/%E5%9B%BD%E9%9A%9B%E8%87%AA%E5%8B%95%E8%BB%8A
720,90,九州出身棋士のタイトル獲得は、1984年の加藤一二三（福岡県出身）以来23年振りで、奇しくも同じタイトル（王位）であった。- 深浦康市 http://ja.wikipedia.org/wiki/%E6%B7%B1%E6%B5%A6%E5%BA%B7%E5%B8%82
721,82,奇しくもこの年のブリーダーズカップはラフィアン最後の競走となったベルモントパーク競馬場で開催されていた。- ラフィアン http://ja.wikipedia.org/wiki/%E3%83%A9%E3%83%95%E3%82%A3%E3%82%A2%E3%83%B3
722,98,ただし1964年（昭和39年）9月30日までは系列関係（日本テレビ系列）があり、また奇しくもアナログ親局は本局と同じく「9」であった。- テレビ西日本 http://ja.wikipedia.org/wiki/%E3%83%86%E3%83%AC%E3%83%93%E8%A5%BF%E6%97%A5%E6%9C%AC
723,130,現役横綱の死去は谷風梶之助（1795年）についで二例目（丸山権太左衛門を含めれば3例目）。後の第51代横綱・玉の海正洋は皮肉にも彼の孫弟子にあたり、さらに奇しくも虫垂炎の悪化により27歳で現役死した。- 玉錦三右エ門 http://ja.wikipedia.org/wiki/%E7%8E%89%E9%8C%A6%E4%B8%89%E5%8F%B3%E3%82%A8%E9%96%80
724,92,全日空25便の便名は奇しくも全日空下田沖墜落事故（1958年8月12日）と同じ便名、同じ機種、同じ路線であった。- 全日空小牧空港衝突事故 http://ja.wikipedia.org/wiki/%E5%85%A8%E6%97%A5%E7%A9%BA%E5%B0%8F%E7%89%A7%E7%A9%BA%E6%B8%AF%E8%A1%9D%E7%AA%81%E4%BA%8B%E6%95%85
725,96,1991年11月24日、肺炎のため埼玉県所沢市の病院で死去した。94歳。奇しくも堀江の死の翌月、ソ連邦が崩壊した。- 堀江邑一 http://ja.wikipedia.org/wiki/%E5%A0%80%E6%B1%9F%E9%82%91%E4%B8%80
726,95,乳母は、自分はクンイェの母ではない。あなたは新羅王室の出自であると言い残して息絶える。奇しくもその日はワン・ゴンが生まれた日でもあった。- クンイェ http://ja.wikipedia.org/wiki/%E3%82%AF%E3%83%B3%E3%82%A4%E3%82%A7
727,100,更に翌11日付の各社朝刊では1面に訃報が掲載された。ちなみに、奇しくも3年後の同日に森光子が92歳で、5年後の同日に高倉健が83歳で没している。- 森繁久彌 http://ja.wikipedia.org/wiki/%E6%A3%AE%E7%B9%81%E4%B9%85%E5%BD%8C
728,110,2007年（平成19年）12月に肺炎を患い回復することなく、明くる2008年（平成20年）1月2日に78歳で永眠。この日は奇しくも小野の79歳の誕生日の前日であった。- 小野満 http://ja.wikipedia.org/wiki/%E5%B0%8F%E9%87%8E%E6%BA%80
729,97,奇しくも凱旋門賞出走を計画していたスペシャルウィークが後に出走を取り消したように、メイショウサムソンもまた出走を取り消している。- 第48回宝塚記念 http://ja.wikipedia.org/wiki/%E7%AC%AC48%E5%9B%9E%E5%AE%9D%E5%A1%9A%E8%A8%98%E5%BF%B5
730,125,GENETが再び音楽シーンに登場したのは、1987年8月。奇しくもAUTO-MODの解散コンサートと同じく後楽園ホールで行われたGENETIC VOODOOでのGENET復活祭であった。- AUTO-MOD http://ja.wikipedia.org/wiki/AUTO-MOD
731,124,しかし毎日王冠をレコードタイムで逃げ切り、秋の天皇賞では3番人気になった。奇しくもその天皇賞には父・ビゼンニシキのライバルであったシンボリルドルフの仔・トウカイテイオーが出走していた。- ダイタクヘリオス http://ja.wikipedia.org/wiki/%E3%83%80%E3%82%A4%E3%82%BF%E3%82%AF%E3%83%98%E3%83%AA%E3%82%AA%E3%82%B9
732,104,1995-96シーズン終了後にはパルマから放出され、奇しくもセリエAデビューを飾った際の対戦相手、アタランタに移籍した。- フィリッポ・インザーギ http://ja.wikipedia.org/wiki/%E3%83%95%E3%82%A3%E3%83%AA%E3%83%83%E3%83%9D%E3%83%BB%E3%82%A4%E3%83%B3%E3%82%B6%E3%83%BC%E3%82%AE
733,116,1994年度には、NHK衛星第2テレビジョンの『あさごはんだいすき!』という番組にレギュラー出演した。奇しくも同番組には、かつて長らくの間共演していた坂田おさむが出ていた。- にこにこぷん http://ja.wikipedia.org/wiki/%E3%81%AB%E3%81%93%E3%81%AB%E3%81%93%E3%81%B7%E3%82%93
734,117,なおこの文章に続き、「南京大虐殺はでっち上げだと思うと発言して反発を受けた法務大臣」のことが書かれているが、これは永野茂門のことであり、奇しくも藤原と陸軍士官学校の同期生である。- 藤原彰 http://ja.wikipedia.org/wiki/%E8%97%A4%E5%8E%9F%E5%BD%B0
735,100,この日は奇しくものちに貴乃花光司と共に「若貴兄弟」として爆発的な人気を呼び、自身も横綱へ昇進する若乃花勝が生まれた日でもあった。- 男女ノ川登三 http://ja.wikipedia.org/wiki/%E7%94%B7%E5%A5%B3%E3%83%8E%E5%B7%9D%E7%99%BB%E4%B8%89
736,116,中国戦線へ出征し、翌年の7月23日、中国軍の奇襲攻撃を受けて戦死。享年28。奇しくも、明石中学、慶應義塾大学でチームメイトであった中田武雄戦死の1日後であった。- 楠本保 http://ja.wikipedia.org/wiki/%E6%A5%A0%E6%9C%AC%E4%BF%9D
737,163,祖父赤城宗徳も安倍晋三の祖父岸信介政権の下で農林大臣（当時）、内閣官房長官、防衛庁長官（当時）を歴任しており、奇しくも祖父同士、孫同士で首相・国務大臣でコンビを組んで国政に携わるという巡り合わせとなった。- 赤城徳彦 http://ja.wikipedia.org/wiki/%E8%B5%A4%E5%9F%8E%E5%BE%B3%E5%BD%A6
738,61,奇しくも俳優デヴィッド・ニーヴンも同じ日に死去した。- レイモンド・マッセイ http://ja.wikipedia.org/wiki/%E3%83%AC%E3%82%A4%E3%83%A2%E3%83%B3%E3%83%89%E3%83%BB%E3%83%9E%E3%83%83%E3%82%BB%E3%82%A4
739,88,山形県酒田市と、中国の山東省唐山市 - 共に大災害からの復興。奇しくも酒田大火、唐山地震を同じ1976年に体験している。- 姉妹都市 http://ja.wikipedia.org/wiki/%E5%A7%89%E5%A6%B9%E9%83%BD%E5%B8%82
740,93,彼に代わってセイフティのポジションに着いたのは、奇しくもパデュー大学での彼のインターセプト記録を更新した選手であった。- ロッド・ウッドソン http://ja.wikipedia.org/wiki/%E3%83%AD%E3%83%83%E3%83%89%E3%83%BB%E3%82%A6%E3%83%83%E3%83%89%E3%82%BD%E3%83%B3
741,84,最大8ヶ国が参戦可能。マップエディタと生産タイプエディタが付属する。奇しくも、イラク戦争開戦日に発売された。- 大戦略シリーズ http://ja.wikipedia.org/wiki/%E5%A4%A7%E6%88%A6%E7%95%A5%E3%82%B7%E3%83%AA%E3%83%BC%E3%82%BA
742,116,なお塩村のいた14期生の「ご卒業スペシャル」に出演した東国原英夫が、塩村の態度、発言に対して「あれが政治向き」というコメントをしており、奇しくもそれを実現した形となった。- 恋のから騒ぎ http://ja.wikipedia.org/wiki/%E6%81%8B%E3%81%AE%E3%81%8B%E3%82%89%E9%A8%92%E3%81%8E
743,129,玉の海は二所ノ関一門の開祖である玉錦三右エ門（二枚鑑札で二所ノ関親方と現役力士を兼摂していた。1938年に死去）の孫弟子に当たるが、奇しくも二人共に現役横綱として、しかも虫垂炎の悪化が原因で急逝した。- 玉の海正洋 http://ja.wikipedia.org/wiki/%E7%8E%89%E3%81%AE%E6%B5%B7%E6%AD%A3%E6%B4%8B
744,110,2014年1月19日、TBSラジオの『爆笑問題の日曜サンデー』のゲストコーナーに出演。奇しくもこの日が、40歳の誕生日であった。- 川本真琴 http://ja.wikipedia.org/wiki/%E5%B7%9D%E6%9C%AC%E7%9C%9F%E7%90%B4
745,142,1980年代には全国でたびたび再放送が行われていたが、日本テレビでは、大韓航空機撃墜事件（1983年9月1日）、日本航空123便墜落事故（1985年8月12日）の日に、奇しくも同じ回の再放送が予定されていた。- 陽あたり良好! http://ja.wikipedia.org/wiki/%E9%99%BD%E3%81%82%E3%81%9F%E3%82%8A%E8%89%AF%E5%A5%BD%21
746,140,拷問に耐えることができなかったエジョフは、奇しくも、自らが多くの人間を処刑したのと同じ理由、すなわち「自分は公式に無能であること、ドイツの諜報機関と結託してスパイ活動を行い、クーデターを計画していた」と自白した。- ニコライ・エジョフ http://ja.wikipedia.org/wiki/%E3%83%8B%E3%82%B3%E3%83%A9%E3%82%A4%E3%83%BB%E3%82%A8%E3%82%B8%E3%83%A7%E3%83%95
747,157,つまり、井笠鉄道で2代目8となったケ280と、この初代井笠鉄道8であるケ219は同じ松浦線で使用されていた期間があり、結果的に井笠鉄道と佐世保鉄道→鉄道省松浦線の間では、奇しくも井笠で同じ番号を与えられることになる車両が行き来したことになる。- 大隅鉄道4形蒸気機関車 http://ja.wikipedia.org/wiki/%E5%A4%A7%E9%9A%85%E9%89%84%E9%81%934%E5%BD%A2%E8%92%B8%E6%B0%97%E6%A9%9F%E9%96%A2%E8%BB%8A
748,78,先代以来未だ此（かく、七支刀）のごとき刀はなかった。百済王世子は奇しくも生れながらにして聖徳があった。- 七支刀 http://ja.wikipedia.org/wiki/%E4%B8%83%E6%94%AF%E5%88%80
749,144,甲府で大島の薫陶を受けた者の中に、石橋湛山がいる。石橋は留年を繰り返したおかげで、奇しくも大島の教えを受けることができた、と後に述懐した。- 大島正健 http://ja.wikipedia.org/wiki/%E5%A4%A7%E5%B3%B6%E6%AD%A3%E5%81%A5
752,123,会場の空気が温まる3番手で南海が空気を乱し、チュートがそれを戻した後でやりやすくなり、且つ初出場のブラマヨが有利」と予言しており、奇しくもそれが的中した形になった。- チュートリアル (お笑いコンビ) http://ja.wikipedia.org/wiki/%E3%83%81%E3%83%A5%E3%83%BC%E3%83%88%E3%83%AA%E3%82%A2%E3%83%AB%20%28%E3%81%8A%E7%AC%91%E3%81%84%E3%82%B3%E3%83%B3%E3%83%93%29
753,90,ちば作品のアニメは、1972年9月終了『国松さまのお通りだい』以来5年振り（奇しくも同じフジテレビ月曜19時台前半枠）。- おれは鉄兵 http://ja.wikipedia.org/wiki/%E3%81%8A%E3%82%8C%E3%81%AF%E9%89%84%E5%85%B5
754,118,しかし、その日の夕方、駅に馬を連れて列車に乗った大勢の屈強な男達が降りてきた。大勢の武装した20人あまりの男達が奇しくも、レーン達の後を追うように出発した。- 大列車強盗 (1973年の映画) http://ja.wikipedia.org/wiki/%E5%A4%A7%E5%88%97%E8%BB%8A%E5%BC%B7%E7%9B%97%20%281973%E5%B9%B4%E3%81%AE%E6%98%A0%E7%94%BB%29
755,119,マロエラップに延べ90機襲来、機体払底。2月5日搭乗員、マロエラップ脱出。マロエラップに残留していたのは、奇しくも元山空だった第七五五海軍航空隊36名と二五二空24名だった。- 第二五二海軍航空隊 http://ja.wikipedia.org/wiki/%E7%AC%AC%E4%BA%8C%E4%BA%94%E4%BA%8C%E6%B5%B7%E8%BB%8D%E8%88%AA%E7%A9%BA%E9%9A%8A
756,123,BS2における最後の放送は同年3月11日の参議院決算委員会だったが、奇しくも東日本大震災による大津波警報の発表と同時に全波一斉放送の臨時ニュースが入り、そのまま放送中継が打ち切りとなった。- 国会中継 http://ja.wikipedia.org/wiki/%E5%9B%BD%E4%BC%9A%E4%B8%AD%E7%B6%99
757,136,しかし神殿に移り始めた火の勢いは留まることを知らず、8月末に完全に倒壊した。この日は奇しくも、ソロモン王の建てた最初のエルサレム神殿が破壊されたティシュアー・ベ＝アーブの日であった。- エルサレム攻囲戦 (70年) http://ja.wikipedia.org/wiki/%E3%82%A8%E3%83%AB%E3%82%B5%E3%83%AC%E3%83%A0%E6%94%BB%E5%9B%B2%E6%88%A6%20%2870%E5%B9%B4%29
758,97,奇しくも同じフェリーに乗り合わせ、一瞬の邂逅を果たすことになった江戸川コナンと金田一一。- 名探偵コナン&金田一少年の事件簿 めぐりあう2人の名探偵 http://ja.wikipedia.org/wiki/%E5%90%8D%E6%8E%A2%E5%81%B5%E3%82%B3%E3%83%8A%E3%83%B3%26%E9%87%91%E7%94%B0%E4%B8%80%E5%B0%91%E5%B9%B4%E3%81%AE%E4%BA%8B%E4%BB%B6%E7%B0%BF%20%E3%82%81%E3%81%90%E3%82%8A%E3%81%82%E3%81%862%E4%BA%BA%E3%81%AE%E5%90%8D%E6%8E%A2%E5%81%B5
